id,data_inversa,dia_semana,horario,uf,br,km,municipio,causa_acidente,tipo_acidente,classificacao_acidente,fase_dia,sentido_via,condicao_metereologica,tipo_pista,tracado_via,uso_solo,pessoas,mortos,feridos_leves,feridos_graves,ilesos,ignorados,feridos,veiculos,latitude,longitude,regional,delegacia,uop
464992,2022-07-30,sábado,23:20:00,RJ,40.0,105,DUQUE DE CAXIAS,Ausência de reação do condutor,Saída de leito carroçável,Com Vítimas Feridas,Plena Noite,Crescente,Céu Claro,Dupla,Reta,Sim,2,0,1,1,0,0,2,1,-22.63784806,-43.28428824,SPRF-RJ,DEL01-RJ,UOP01-DEL01-RJ
465041,2022-07-31,domingo,08:30:00,GO,40.0,3,VALPARAISO DE GOIAS,Condutor deixou de manter distância do veículo da frente,Colisão traseira,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Dupla,Reta,Sim,3,0,2,0,1,0,2,2,-16.076081,-47.985671,SPRF-DF,DEL01-DF,UOP01-DEL01-DF
465159,2022-07-31,domingo,17:35:00,RJ,40.0,120,DUQUE DE CAXIAS,Ingestão de álcool pelo condutor,Colisão traseira,Sem Vítimas,Plena Noite,Crescente,Nublado,Múltipla,Reta,Sim,2,0,0,0,2,0,0,2,-22.77280597,-43.28626763,SPRF-RJ,DEL01-RJ,UOP01-DEL01-RJ
465526,2022-08-02,terça-feira,17:40:00,RJ,40.0,121,DUQUE DE CAXIAS,Reação tardia ou ineficiente do condutor,Colisão com objeto,Com Vítimas Feridas,Plena Noite,Crescente,Céu Claro,Múltipla,Curva,Sim,1,0,1,0,0,0,1,1,-22.78185499,-43.28571273,SPRF-RJ,DEL01-RJ,UOP01-DEL01-RJ
465771,2022-08-03,quarta-feira,17:00:00,RJ,40.0,105,DUQUE DE CAXIAS,Conversão proibida,Colisão transversal,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Múltipla,Interseção de Vias,Sim,3,0,2,0,1,0,2,2,-22.63784806,-43.28428824,SPRF-RJ,DEL01-RJ,UOP01-DEL01-RJ
466143,2022-08-05,sexta-feira,19:10:00,GO,40.0,3,VALPARAISO DE GOIAS,Condutor deixou de manter distância do veículo da frente,Colisão traseira,Com Vítimas Feridas,Plena Noite,Crescente,Céu Claro,Dupla,Reta,Sim,3,0,1,0,2,0,1,2,-16.076081,-47.985671,SPRF-DF,DEL01-DF,UOP01-DEL01-DF
466172,2022-08-05,sexta-feira,20:00:00,RJ,40.0,121,DUQUE DE CAXIAS,Manobra de mudança de faixa,Colisão traseira,Com Vítimas Feridas,Plena Noite,Decrescente,Céu Claro,Múltipla,Reta,Sim,2,0,1,0,1,0,1,2,-22.78185499,-43.28571273,SPRF-RJ,DEL01-RJ,UOP01-DEL01-RJ
466481,2022-08-07,domingo,01:00:00,RJ,40.0,123,DUQUE DE CAXIAS,Ausência de reação do condutor,Colisão com objeto,Com Vítimas Feridas,Plena Noite,Decrescente,Céu Claro,Simples,Curva,Sim,4,0,1,0,2,1,1,2,-22.79907687,-43.29015739,SPRF-RJ,DEL01-RJ,UOP01-DEL01-RJ
466697,2022-08-08,segunda-feira,07:30:00,RJ,40.0,109,DUQUE DE CAXIAS,Ultrapassagem Indevida,Colisão com objeto,Com Vítimas Feridas,Pleno dia,Crescente,Nublado,Múltipla,Reta,Sim,3,0,2,0,1,0,2,1,-22.67374628,-43.28638368,SPRF-RJ,DEL01-RJ,UOP01-DEL01-RJ
467051,2022-08-10,quarta-feira,01:45:00,RJ,40.0,121,DUQUE DE CAXIAS,Reação tardia ou ineficiente do condutor,Capotamento,Com Vítimas Feridas,Plena Noite,Crescente,Chuva,Múltipla,Curva,Sim,1,0,1,0,0,0,1,1,-22.78185499,-43.28571273,SPRF-RJ,DEL01-RJ,UOP01-DEL01-RJ
467275,2022-08-11,quinta-feira,08:40:00,RJ,40.0,105,DUQUE DE CAXIAS,Ultrapassagem Indevida,Colisão lateral sentido oposto,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Simples,Interseção de Vias,Não,2,0,1,0,1,0,1,2,-22.63784806,-43.28428824,SPRF-RJ,DEL01-RJ,UOP01-DEL01-RJ
467856,2022-08-13,sábado,18:00:00,RJ,40.0,105,DUQUE DE CAXIAS,Pedestre cruzava a pista fora da faixa,Atropelamento de Pedestre,Com Vítimas Feridas,Plena Noite,Crescente,Céu Claro,Múltipla,Reta,Sim,2,0,1,0,0,1,1,2,-22.63784806,-43.28428824,SPRF-RJ,DEL01-RJ,UOP01-DEL01-RJ
467894,2022-08-13,sábado,21:00:00,GO,40.0,3,VALPARAISO DE GOIAS,Velocidade Incompatível,Colisão lateral mesmo sentido,Com Vítimas Feridas,Plena Noite,Decrescente,Céu Claro,Dupla,Reta,Sim,3,0,1,0,2,0,1,2,-16.076081,-47.985671,SPRF-DF,DEL01-DF,UOP01-DEL01-DF
468090,2022-08-14,domingo,16:30:00,RJ,40.0,105,DUQUE DE CAXIAS,Ingestão de álcool pelo condutor,Colisão lateral mesmo sentido,Sem Vítimas,Pleno dia,Decrescente,Céu Claro,Dupla,Reta,Sim,3,0,0,0,3,0,0,3,-22.63784806,-43.28428824,SPRF-RJ,DEL01-RJ,UOP01-DEL01-RJ
468178,2022-08-15,segunda-feira,00:25:00,GO,40.0,3,VALPARAISO DE GOIAS,Ingestão de álcool pelo condutor,Saída de leito carroçável,Sem Vítimas,Plena Noite,Decrescente,Céu Claro,Dupla,Reta,Sim,1,0,0,0,1,0,0,1,-16.076081,-47.985671,SPRF-DF,DEL01-DF,UOP01-DEL01-DF
468189,2022-08-15,segunda-feira,04:08:00,DF,40.0,3,BRASILIA,Reação tardia ou ineficiente do condutor,Colisão traseira,Sem Vítimas,Plena Noite,Crescente,Céu Claro,Dupla,Reta,Sim,2,0,0,0,0,2,0,2,-16.003145,-47.983944,SPRF-DF,DEL01-DF,UOP01-DEL01-DF
468615,2022-08-17,quarta-feira,10:20:00,RJ,40.0,121,DUQUE DE CAXIAS,Trafegar com motocicleta (ou similar) entre as faixas,Colisão lateral mesmo sentido,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Múltipla,Reta,Sim,2,0,1,0,1,0,1,2,-22.78185499,-43.28571273,SPRF-RJ,DEL01-RJ,UOP01-DEL01-RJ
468632,2022-08-17,quarta-feira,12:45:00,RJ,40.0,105,DUQUE DE CAXIAS,Transitar na contramão,Atropelamento de Pedestre,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Múltipla,Reta,Sim,2,0,1,0,1,0,1,2,-22.6434423,-43.28336477,SPRF-RJ,DEL01-RJ,UOP01-DEL01-RJ
468729,2022-08-17,quarta-feira,19:10:00,RJ,40.0,113,DUQUE DE CAXIAS,Animais na Pista,Atropelamento de Animal,Com Vítimas Feridas,Plena Noite,Decrescente,Nublado,Múltipla,Reta,Sim,1,0,1,0,0,0,1,1,-22.70948502,-43.29040354,SPRF-RJ,DEL01-RJ,UOP01-DEL01-RJ
468865,2022-08-18,quinta-feira,12:40:00,RJ,40.0,105,DUQUE DE CAXIAS,Conversão proibida,Colisão transversal,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Simples,Reta,Sim,2,0,1,0,0,1,1,2,-22.63784806,-43.28428824,SPRF-RJ,DEL01-RJ,UOP01-DEL01-RJ
468912,2022-08-18,quinta-feira,23:00:00,GO,40.0,2,VALPARAISO DE GOIAS,Manobra de mudança de faixa,Colisão transversal,Com Vítimas Feridas,Plena Noite,Crescente,Céu Claro,Dupla,Reta,Sim,2,0,1,1,0,0,2,2,-16.067129,-47.984235,SPRF-DF,DEL01-DF,UOP01-DEL01-DF
469139,2022-08-19,sexta-feira,20:00:00,RJ,40.0,119,DUQUE DE CAXIAS,Trafegar com motocicleta (ou similar) entre as faixas,Colisão lateral mesmo sentido,Com Vítimas Feridas,Plena Noite,Decrescente,Chuva,Dupla,Reta,Não,2,0,1,0,1,0,1,2,-22.76375592,-43.28683062,SPRF-RJ,DEL01-RJ,UOP01-DEL01-RJ
469380,2022-08-21,domingo,03:30:00,RJ,40.0,121,DUQUE DE CAXIAS,Ingestão de álcool pelo condutor,Colisão traseira,Sem Vítimas,Plena Noite,Decrescente,Céu Claro,Múltipla,Reta,Sim,2,0,0,0,1,1,0,2,-22.78185499,-43.28571273,SPRF-RJ,DEL01-RJ,UOP01-DEL01-RJ
469464,2022-08-21,domingo,13:45:00,RJ,40.0,105,DUQUE DE CAXIAS,Reação tardia ou ineficiente do condutor,Colisão transversal,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Simples,Aclive;Reta                   ,Sim,2,0,0,1,1,0,1,2,-22.63784806,-43.28428824,SPRF-RJ,DEL01-RJ,UOP01-DEL01-RJ
469469,2022-08-21,domingo,14:30:00,RJ,40.0,120,DUQUE DE CAXIAS,Acesso irregular,Colisão lateral mesmo sentido,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Múltipla,Reta,Não,2,0,1,0,1,0,1,2,-22.77280597,-43.28626763,SPRF-RJ,DEL01-RJ,UOP01-DEL01-RJ
469590,2022-08-22,segunda-feira,04:20:00,RJ,40.0,120,DUQUE DE CAXIAS,Avarias e/ou desgaste excessivo no pneu,Tombamento,Com Vítimas Feridas,Plena Noite,Crescente,Céu Claro,Múltipla,Reta,Sim,20,0,12,0,1,7,12,1,-22.77280597,-43.28626763,SPRF-RJ,DEL01-RJ,UOP01-DEL01-RJ
469622,2022-08-22,segunda-feira,06:00:00,RJ,40.0,109,DUQUE DE CAXIAS,Reação tardia ou ineficiente do condutor,Queda de ocupante de veículo,Com Vítimas Feridas,Pleno dia,Crescente,Nublado,Múltipla,Reta,Sim,2,0,1,0,0,1,1,2,-22.67374628,-43.28638368,SPRF-RJ,DEL01-RJ,UOP01-DEL01-RJ
469971,2022-08-24,quarta-feira,08:00:00,RJ,40.0,121,DUQUE DE CAXIAS,Chuva,Queda de ocupante de veículo,Com Vítimas Feridas,Pleno dia,Decrescente,Chuva,Múltipla,Curva,Não,1,0,1,0,0,0,1,1,-22.78185499,-43.28571273,SPRF-RJ,DEL01-RJ,UOP01-DEL01-RJ
470349,2022-08-26,sexta-feira,07:50:00,RJ,40.0,113,DUQUE DE CAXIAS,Objeto estático sobre o leito carroçável,Colisão com objeto,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Múltipla,Reta,Sim,1,0,1,0,0,0,1,1,-22.70948502,-43.29040354,SPRF-RJ,DEL01-RJ,UOP01-DEL01-RJ
470422,2022-08-26,sexta-feira,14:35:00,RJ,40.0,119,DUQUE DE CAXIAS,Manobra de mudança de faixa,Colisão traseira,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Múltipla,Reta,Sim,4,0,1,1,2,0,2,3,-22.77453629,-43.28583118,SPRF-RJ,DEL01-RJ,UOP01-DEL01-RJ
470482,2022-08-26,sexta-feira,15:30:00,RJ,40.0,120,DUQUE DE CAXIAS,Condutor deixou de manter distância do veículo da frente,Colisão traseira,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Dupla,Reta,Sim,3,0,2,0,1,0,2,2,-22.77280597,-43.28626763,SPRF-RJ,DEL01-RJ,UOP01-DEL01-RJ
471423,2022-06-21,terça-feira,06:40:00,RJ,40.0,109,DUQUE DE CAXIAS,Acessar a via sem observar a presença dos outros veículos,Colisão traseira,Com Vítimas Feridas,Pleno dia,Crescente,Nublado,Múltipla,Reta,Sim,2,0,1,0,1,0,1,2,-22.67249123,-43.28752756,SPRF-RJ,DEL01-RJ,UOP01-DEL01-RJ
471630,2022-09-01,quinta-feira,15:40:00,DF,40.0,3,BRASILIA,Avarias e/ou desgaste excessivo no pneu,Tombamento,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Dupla,Viaduto,Sim,2,0,1,0,1,0,1,1,-16.003145,-47.983944,SPRF-DF,DEL01-DF,UOP01-DEL01-DF
471841,2022-07-21,quinta-feira,05:30:00,RJ,40.0,105,DUQUE DE CAXIAS,Acesso irregular,Colisão transversal,Com Vítimas Fatais,Amanhecer,Crescente,Céu Claro,Múltipla,Reta,Sim,2,1,0,0,0,1,0,2,-22.63784806,-43.28428824,SPRF-RJ,DEL01-RJ,UOP01-DEL01-RJ
472087,2022-09-03,sábado,18:00:00,DF,40.0,5,BRASILIA,Ingestão de álcool pelo condutor,Saída de leito carroçável,Com Vítimas Feridas,Anoitecer,Decrescente,Céu Claro,Dupla,Reta,Sim,5,0,2,2,1,0,4,1,-16.020903,-47.980541,SPRF-DF,DEL01-DF,UOP01-DEL01-DF
472498,2022-09-05,segunda-feira,00:30:00,RJ,40.0,105,DUQUE DE CAXIAS,Reação tardia ou ineficiente do condutor,Queda de ocupante de veículo,Com Vítimas Feridas,Plena Noite,Crescente,Garoa/Chuvisco,Dupla,Reta,Não,2,0,2,0,0,0,2,1,-22.63784806,-43.28428824,SPRF-RJ,DEL01-RJ,UOP01-DEL01-RJ
472867,2022-09-07,quarta-feira,00:54:00,GO,40.0,5,VALPARAISO DE GOIAS,Transitar na contramão,Colisão transversal,Com Vítimas Feridas,Plena Noite,Decrescente,Céu Claro,Dupla,Reta,Sim,2,0,0,1,0,1,1,2,-16.093134,-47.982236,SPRF-DF,DEL01-DF,UOP01-DEL01-DF
473254,2022-09-09,sexta-feira,07:20:00,RJ,40.0,121,DUQUE DE CAXIAS,Manobra de mudança de faixa,Colisão lateral mesmo sentido,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Múltipla,Curva,Sim,2,0,0,1,1,0,1,2,-22.78185499,-43.28571273,SPRF-RJ,DEL01-RJ,UOP01-DEL01-RJ
473384,2022-09-09,sexta-feira,19:00:00,RJ,40.0,121,DUQUE DE CAXIAS,Manobra de mudança de faixa,Colisão traseira,Com Vítimas Feridas,Plena Noite,Decrescente,Céu Claro,Múltipla,Reta,Sim,2,0,1,0,1,0,1,2,-22.78185499,-43.28571273,SPRF-RJ,DEL01-RJ,UOP01-DEL01-RJ
473388,2022-09-09,sexta-feira,20:30:00,RJ,40.0,120,DUQUE DE CAXIAS,Reação tardia ou ineficiente do condutor,Colisão com objeto,Com Vítimas Feridas,Plena Noite,Crescente,Céu Claro,Dupla,Reta,Sim,1,0,1,0,0,0,1,1,-22.77280597,-43.28626763,SPRF-RJ,DEL01-RJ,UOP01-DEL01-RJ
473476,2022-09-10,sábado,09:20:00,RJ,40.0,120,DUQUE DE CAXIAS,Manobra de mudança de faixa,Colisão lateral mesmo sentido,Com Vítimas Feridas,Pleno dia,Crescente,Sol,Múltipla,Reta,Sim,3,0,2,0,1,0,2,2,-22.77299616,-43.28589678,SPRF-RJ,DEL01-RJ,UOP01-DEL01-RJ
473704,2022-09-11,domingo,01:30:00,RJ,40.0,109,DUQUE DE CAXIAS,Velocidade Incompatível,Saída de leito carroçável,Sem Vítimas,Plena Noite,Crescente,Garoa/Chuvisco,Múltipla,Curva,Sim,1,0,0,0,1,0,0,1,-22.6791239,-43.2863903,SPRF-RJ,DEL01-RJ,UOP01-DEL01-RJ
474294,2022-09-14,quarta-feira,06:30:00,RJ,40.0,109,DUQUE DE CAXIAS,Reação tardia ou ineficiente do condutor,Queda de ocupante de veículo,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Múltipla,Reta,Sim,1,0,1,0,0,0,1,1,-22.67374628,-43.28638368,SPRF-RJ,DEL01-RJ,UOP01-DEL01-RJ
474584,2022-09-15,quinta-feira,19:00:00,DF,40.0,3,BRASILIA,Transitar no acostamento,Atropelamento de Pedestre,Com Vítimas Feridas,Plena Noite,Crescente,Céu Claro,Dupla,Reta,Sim,2,0,0,1,1,0,1,2,-16.003145,-47.983944,SPRF-DF,DEL01-DF,UOP01-DEL01-DF
475075,2022-09-17,sábado,18:00:00,RJ,40.0,123,DUQUE DE CAXIAS,Transitar na contramão,Tombamento,Com Vítimas Feridas,Plena Noite,Decrescente,Nublado,Dupla,Reta,Sim,2,0,1,0,1,0,1,2,-22.80072876,-43.29016189,SPRF-RJ,DEL01-RJ,UOP01-DEL01-RJ
475572,2022-09-20,terça-feira,00:15:00,RJ,40.0,121,DUQUE DE CAXIAS,Velocidade Incompatível,Capotamento,Sem Vítimas,Plena Noite,Crescente,Céu Claro,Dupla,Reta,Sim,1,0,0,0,1,0,0,1,-22.78185499,-43.28571273,SPRF-RJ,DEL01-RJ,UOP01-DEL01-RJ
475826,2022-09-21,quarta-feira,17:30:00,RJ,40.0,121,DUQUE DE CAXIAS,Manobra de mudança de faixa,Colisão traseira,Com Vítimas Feridas,Anoitecer,Decrescente,Céu Claro,Múltipla,Reta,Não,3,0,1,1,1,0,2,2,-22.78185499,-43.28571273,SPRF-RJ,DEL01-RJ,UOP01-DEL01-RJ
476335,2022-09-24,sábado,04:10:00,RJ,40.0,105,DUQUE DE CAXIAS,Velocidade Incompatível,Colisão com objeto,Sem Vítimas,Plena Noite,Decrescente,Céu Claro,Múltipla,Reta,Sim,5,0,0,0,5,0,0,1,-22.63784806,-43.28428824,SPRF-RJ,DEL01-RJ,UOP01-DEL01-RJ
476623,2022-09-24,sábado,22:10:00,RJ,40.0,105,DUQUE DE CAXIAS,Reação tardia ou ineficiente do condutor,Colisão com objeto,Com Vítimas Feridas,Plena Noite,Crescente,Nublado,Múltipla,Reta,Sim,2,0,1,0,0,1,1,1,-22.63784806,-43.28428824,SPRF-RJ,DEL01-RJ,UOP01-DEL01-RJ
477143,2022-09-27,terça-feira,07:10:00,DF,40.0,2,BRASILIA,Manobra de mudança de faixa,Colisão traseira,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Dupla,Reta,Sim,3,0,2,0,1,0,2,2,-15.99435,-47.985947,SPRF-DF,DEL01-DF,UOP01-DEL01-DF
477170,2022-09-27,terça-feira,07:15:00,RJ,40.0,121,DUQUE DE CAXIAS,Manobra de mudança de faixa,Tombamento,Com Vítimas Feridas,Pleno dia,Crescente,Nublado,Múltipla,Reta,Não,1,0,1,0,0,0,1,1,-22.78185499,-43.28571273,SPRF-RJ,DEL01-RJ,UOP01-DEL01-RJ
477306,2022-09-27,terça-feira,21:30:00,GO,40.0,3,VALPARAISO DE GOIAS,Ingestão de álcool pelo condutor,Colisão lateral mesmo sentido,Sem Vítimas,Plena Noite,Decrescente,Céu Claro,Dupla,Reta,Sim,2,0,0,0,2,0,0,2,-16.076081,-47.985671,SPRF-DF,DEL01-DF,UOP01-DEL01-DF
477845,2022-09-30,sexta-feira,21:10:00,RJ,40.0,109,DUQUE DE CAXIAS,Acessar a via sem observar a presença dos outros veículos,Colisão transversal,Com Vítimas Feridas,Plena Noite,Decrescente,Nublado,Múltipla,Reta,Sim,3,0,1,0,2,0,1,2,-22.67374628,-43.28638368,SPRF-RJ,DEL01-RJ,UOP01-DEL01-RJ
477945,2022-10-01,sábado,02:00:00,DF,40.0,2,BRASILIA,Condutor Dormindo,Saída de leito carroçável,Sem Vítimas,Plena Noite,Decrescente,Céu Claro,Dupla,Reta,Sim,1,0,0,0,1,0,0,1,-15.99435,-47.985947,SPRF-DF,DEL01-DF,UOP01-DEL01-DF
478137,2022-10-02,domingo,07:28:00,DF,40.0,5,BRASILIA,Manobra de mudança de faixa,Colisão lateral mesmo sentido,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Dupla,Reta,Sim,2,0,1,0,1,0,1,2,-16.020903,-47.980541,SPRF-DF,DEL01-DF,UOP01-DEL01-DF
478518,2022-10-03,segunda-feira,23:30:00,RJ,40.0,123,DUQUE DE CAXIAS,Reação tardia ou ineficiente do condutor,Colisão lateral mesmo sentido,Com Vítimas Feridas,Plena Noite,Crescente,Céu Claro,Dupla,Reta,Sim,2,0,1,0,0,1,1,2,-22.79907687,-43.29015739,SPRF-RJ,DEL01-RJ,UOP01-DEL01-RJ
478794,2022-10-05,quarta-feira,13:30:00,RJ,40.0,109,DUQUE DE CAXIAS,Ingestão de álcool pelo condutor,Engavetamento,Sem Vítimas,Pleno dia,Decrescente,Céu Claro,Múltipla,Reta,Sim,6,0,0,0,6,0,0,3,-22.67985645,-43.28571439,SPRF-RJ,DEL01-RJ,UOP01-DEL01-RJ
478907,2022-08-12,sexta-feira,07:15:00,GO,40.0,5,VALPARAISO DE GOIAS,Ausência de reação do condutor,Queda de ocupante de veículo,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Dupla,Reta,Sim,2,0,1,0,0,1,1,2,-16.093134,-47.982236,SPRF-DF,DEL01-DF,UOP01-DEL01-DF
479601,2022-10-09,domingo,06:45:00,RJ,40.0,123,DUQUE DE CAXIAS,Reação tardia ou ineficiente do condutor,Tombamento,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Múltipla,Curva,Sim,1,0,1,0,0,0,1,1,-22.79907687,-43.29015739,SPRF-RJ,DEL01-RJ,UOP01-DEL01-RJ
479617,2022-10-09,domingo,09:10:00,GO,40.0,5,VALPARAISO DE GOIAS,Acessar a via sem observar a presença dos outros veículos,Colisão transversal,Sem Vítimas,Pleno dia,Crescente,Céu Claro,Dupla,Reta,Não,2,0,0,0,2,0,0,2,-16.093134,-47.982236,SPRF-DF,DEL01-DF,UOP01-DEL01-DF
479809,2022-10-09,domingo,18:30:00,RJ,40.0,121,DUQUE DE CAXIAS,Pista Escorregadia,Tombamento,Com Vítimas Feridas,Plena Noite,Crescente,Chuva,Múltipla,Reta,Sim,1,0,1,0,0,0,1,1,-22.78185499,-43.28571273,SPRF-RJ,DEL01-RJ,UOP01-DEL01-RJ
480411,2022-10-13,quinta-feira,14:00:00,RJ,40.0,109,DUQUE DE CAXIAS,Avarias e/ou desgaste excessivo no pneu,Tombamento,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Múltipla,Reta,Sim,1,0,1,0,0,0,1,1,-22.67374628,-43.28638368,SPRF-RJ,DEL01-RJ,UOP01-DEL01-RJ
480653,2022-10-14,sexta-feira,18:50:00,RJ,40.0,119,DUQUE DE CAXIAS,Reação tardia ou ineficiente do condutor,Colisão transversal,Com Vítimas Feridas,Plena Noite,Crescente,Nublado,Múltipla,Reta,Sim,3,0,1,0,2,0,1,2,-22.76375592,-43.28683062,SPRF-RJ,DEL01-RJ,UOP01-DEL01-RJ
481168,2022-10-17,segunda-feira,00:50:00,GO,40.0,5,VALPARAISO DE GOIAS,Velocidade Incompatível,Saída de leito carroçável,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Dupla,Reta,Sim,3,0,2,0,1,0,2,2,-16.0934645,-47.98203707,SPRF-DF,DEL01-DF,UOP01-DEL01-DF
481514,2022-10-19,quarta-feira,06:50:00,RJ,40.0,123,DUQUE DE CAXIAS,Trafegar com motocicleta (ou similar) entre as faixas,Colisão lateral mesmo sentido,Com Vítimas Feridas,Pleno dia,Crescente,Nublado,Múltipla,Reta,Não,2,0,1,0,1,0,1,2,-22.79907687,-43.29015739,SPRF-RJ,DEL01-RJ,UOP01-DEL01-RJ
482147,2022-10-22,sábado,05:30:00,GO,40.0,2,VALPARAISO DE GOIAS,Velocidade Incompatível,Colisão com objeto,Sem Vítimas,Amanhecer,Crescente,Céu Claro,Dupla,Reta,Sim,2,0,0,0,2,0,0,1,-16.0690497,-47.98470318,SPRF-DF,DEL01-DF,UOP01-DEL01-DF
482625,2022-10-24,segunda-feira,05:41:00,DF,40.0,3,BRASILIA,Condutor usando celular,Colisão com objeto,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Dupla,Retorno Regulamentado,Sim,1,0,1,0,0,0,1,1,-16.003145,-47.983944,SPRF-DF,DEL01-DF,UOP01-DEL01-DF
483086,2022-10-26,quarta-feira,15:10:00,RJ,40.0,121,DUQUE DE CAXIAS,Ausência de reação do condutor,Colisão traseira,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Múltipla,Reta,Não,3,0,2,0,1,0,2,2,-22.78185499,-43.28571273,SPRF-RJ,DEL01-RJ,UOP01-DEL01-RJ
483557,2022-10-29,sábado,08:20:00,DF,40.0,3,BRASILIA,Manobra de mudança de faixa,Colisão lateral mesmo sentido,Com Vítimas Feridas,Pleno dia,Decrescente,Nublado,Dupla,Reta,Sim,2,0,1,0,1,0,1,2,-16.003145,-47.983944,SPRF-DF,DEL01-DF,UOP01-DEL01-DF
483963,2022-10-30,domingo,19:45:00,RJ,40.0,109,DUQUE DE CAXIAS,Reação tardia ou ineficiente do condutor,Colisão traseira,Sem Vítimas,Plena Noite,Decrescente,Céu Claro,Simples,Curva,Sim,2,0,0,0,2,0,0,2,-22.67374628,-43.28638368,SPRF-RJ,DEL01-RJ,UOP01-DEL01-RJ
484306,2022-11-01,terça-feira,19:00:00,GO,40.0,5,VALPARAISO DE GOIAS,Entrada inopinada do pedestre,Atropelamento de Pedestre,Com Vítimas Feridas,Plena Noite,Decrescente,Céu Claro,Simples,Reta,Sim,2,0,2,0,0,0,2,2,-16.093134,-47.982236,SPRF-DF,DEL01-DF,UOP01-DEL01-DF
484759,2022-11-04,sexta-feira,14:30:00,GO,40.0,5,VALPARAISO DE GOIAS,Acessar a via sem observar a presença dos outros veículos,Colisão transversal,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Dupla,Retorno Regulamentado,Sim,2,0,1,0,1,0,1,2,-16.093134,-47.982236,SPRF-DF,DEL01-DF,UOP01-DEL01-DF
484795,2022-11-04,sexta-feira,14:00:00,RJ,40.0,109,DUQUE DE CAXIAS,Ausência de reação do condutor,Queda de ocupante de veículo,Com Vítimas Feridas,Pleno dia,Decrescente,Garoa/Chuvisco,Múltipla,Reta,Sim,1,0,0,1,0,0,1,1,-22.67374628,-43.28638368,SPRF-RJ,DEL01-RJ,UOP01-DEL01-RJ
484825,2022-09-14,quarta-feira,06:00:00,RJ,40.0,109,DUQUE DE CAXIAS,Ausência de reação do condutor,Queda de ocupante de veículo,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Múltipla,Reta,Não,1,0,1,0,0,0,1,1,-22.67488386,-43.28645345,SPRF-RJ,DEL01-RJ,UOP01-DEL01-RJ
484883,2022-11-05,sábado,01:25:00,DF,40.0,3,BRASILIA,Velocidade Incompatível,Colisão lateral mesmo sentido,Com Vítimas Feridas,Plena Noite,Decrescente,Céu Claro,Dupla,Reta,Sim,5,0,1,0,4,0,1,2,-16.003145,-47.983944,SPRF-DF,DEL01-DF,UOP01-DEL01-DF
485323,2022-11-07,segunda-feira,07:23:00,DF,40.0,3,BRASILIA,Manobra de mudança de faixa,Colisão lateral mesmo sentido,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Dupla,Reta,Sim,2,0,1,0,1,0,1,2,-16.003145,-47.983944,SPRF-DF,DEL01-DF,UOP01-DEL01-DF
485477,2022-11-08,terça-feira,05:30:00,RJ,40.0,120,DUQUE DE CAXIAS,Ausência de reação do condutor,Capotamento,Com Vítimas Feridas,Amanhecer,Decrescente,Garoa/Chuvisco,Dupla,Reta,Sim,1,0,1,0,0,0,1,1,-22.77280597,-43.28626763,SPRF-RJ,DEL01-RJ,UOP01-DEL01-RJ
485778,2022-11-09,quarta-feira,17:35:00,RJ,40.0,119,DUQUE DE CAXIAS,Reação tardia ou ineficiente do condutor,Colisão traseira,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Múltipla,Reta,Sim,2,0,1,0,1,0,1,2,-22.76375592,-43.28683062,SPRF-RJ,DEL01-RJ,UOP01-DEL01-RJ
486484,2022-11-13,domingo,04:10:00,RJ,40.0,121,DUQUE DE CAXIAS,Condutor Dormindo,Colisão com objeto,Com Vítimas Feridas,Plena Noite,Decrescente,Céu Claro,Múltipla,Interseção de Vias;Curva      ,Sim,1,0,1,0,0,0,1,1,-22.78185499,-43.28571273,SPRF-RJ,DEL01-RJ,UOP01-DEL01-RJ
